Customer_Age,Gender,Dependent_count,Education_Level,Income_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown
52,1,2,2,3,40,2,3,2,9.324056848205666,2226,9.093319824129,0.47902478867674186,6.635459368219045,23,0.3058903822489755,0.18425052618471863,True,False,False,False,False,True,True,False
39,1,4,-1,3,27,6,4,2,7.271912163268625,0,7.271912163268625,0.5861186078014221,8.36240897761537,69,0.5452270504833231,0.0,True,False,False,False,False,True,False,False
42,1,3,1,3,36,5,4,3,7.427738840532894,0,7.427738840532894,0.6901426715396466,8.597297435657898,82,0.6688544879909007,0.0,True,False,False,False,False,True,False,False
60,0,1,3,-1,53,5,5,3,7.973844375944687,1251,7.410347097821024,0.6307397204313283,8.424200324567073,76,0.5463857991645414,0.3583735005743139,True,False,False,False,True,False,False,False
48,0,2,-1,1,36,3,3,2,8.558527054909215,0,8.558527054909215,0.4259211166755468,7.177782416195197,45,0.4743690867553755,0.0,True,False,False,False,False,True,False,False
40,1,3,3,2,31,2,2,2,10.146553061648216,157,10.13984723930739,0.6856292244067348,8.43439386265073,39,0.3246138331777368,0.006291127700579789,True,False,False,False,True,False,True,False
52,0,2,1,1,46,1,2,3,9.015046964979689,133,8.998621854988501,0.5029350727691273,7.902508016562083,39,0.2698084050888488,0.01643419165559799,True,False,False,False,True,True,False,False
36,0,1,3,0,29,3,2,3,8.081082635554532,2517,6.5404349436511175,0.44981733159875065,7.735551673562258,46,0.47834165575928844,0.5762407689681747,True,False,False,False,True,False,True,False
27,0,2,2,-1,14,4,3,3,7.843848638152472,2130,6.040254711277414,0.5265021031509983,7.8655717576847906,61,0.5844477636366044,0.6075892921982986,True,False,False,False,True,False,False,False
40,1,2,0,3,34,6,3,3,9.953488569138402,2517,9.760208041339789,0.7066528122287857,9.01314093485488,64,0.5312518471404623,0.1449670840886738,True,False,False,False,False,True,False,False
51,0,1,0,2,39,3,3,4,9.597548600688455,944,9.471370298186383,0.4368899254031605,7.540848632293167,39,0.41724421594742644,0.09720760660583694,True,False,False,False,False,True,False,False
47,0,3,3,0,37,1,2,3,8.567144737680731,0,8.567144737680731,0.3539479758800227,7.528183153590161,28,0.20543517757927865,0.0,True,False,False,False,False,False,True,False
42,0,4,2,1,28,2,2,2,7.947325027016463,1896,6.837332814685591,0.553310235372146,8.266678443305896,81,0.7055697005585024,0.5134222496132567,True,False,False,False,False,False,True,False
44,1,4,3,2,28,2,2,1,7.922623574217286,461,7.739794458408701,0.4574248470388755,8.353497098745448,96,0.5754891370917129,0.1544363533044189,True,False,False,False,False,False,True,False
46,1,3,3,2,40,6,3,2,10.269171790632448,0,10.269171790632448,0.3804891220379873,8.420902531097951,78,0.4446858212614457,0.0,False,False,False,True,False,False,False,True
54,0,2,1,1,48,3,3,3,8.083479333296411,2517,6.581640248796048,0.5563425126355528,7.914658464418528,48,0.46184054136944264,0.5750519933205426,True,False,False,False,False,True,False,False
55,1,1,1,2,46,6,1,3,8.590815331286851,0,8.590815331286851,0.5573274574174104,7.555381944240273,38,0.6931471805599453,0.0,True,False,False,False,False,True,False,False
49,1,3,3,1,36,2,2,2,10.08505882793938,1408,10.024554080515571,0.611937125134402,9.578864832272064,96,0.6130211360806604,0.0573250666192693,False,True,False,False,False,False,True,False
49,1,3,0,2,34,6,3,2,7.3926872221989965,0,7.3926872221989965,0.37036235374093673,7.22271612613256,35,0.45967777726618286,0.0,True,False,False,False,False,True,True,False
41,1,2,2,1,33,3,2,3,7.750742755317267,1445,6.05205271480277,0.41951350906276064,7.166252360573799,32,0.24894120013845622,0.529274811163452,True,False,False,False,False,True,False,False
48,1,2,3,1,41,5,2,4,7.85670679309584,1399,7.076653815443951,0.4440445900756395,7.670894831362117,42,0.6465795447436106,0.4330802751411378,True,False,False,False,False,True,False,False
35,0,0,2,-1,24,4,2,3,7.735300346235658,0,7.735300346235658,0.6281149747162778,7.3142840884121645,34,0.3887644706887015,0.0,True,False,False,False,False,False,True,False
53,1,3,3,3,36,2,3,4,8.857444187821608,0,8.857444187821608,0.5440394318082133,8.996876851006794,66,0.5631331400063744,0.0,True,False,False,False,False,True,False,False
40,0,2,2,-1,33,4,3,3,7.4671985614139516,0,7.4671985614139516,0.4423043675190935,7.673957710018542,57,0.6071415372376266,0.0,True,False,False,False,False,False,True,False
37,0,4,3,-1,31,5,2,3,7.472500744737558,1180,6.361302477572996,0.5561813254867879,7.607878073278507,41,0.3126185577418125,0.5134222496132567,True,False,False,False,False,True,False,False
55,0,2,0,0,48,1,4,3,7.822506118628594,1799,4.314121145424849,0.5069729013974691,7.884307034859609,42,0.46891095611297917,0.571605092400716,True,False,False,False,False,True,False,False
54,1,2,3,3,36,4,2,3,9.123807126467025,0,9.123807126467025,0.38174495464306035,7.348077859301522,36,0.36442876165463534,0.0,True,False,False,False,False,True,True,False
32,1,1,1,1,18,4,1,4,8.430327258394575,1586,8.005700678662542,0.6032224730319582,7.78155595923534,57,0.5771750043075247,0.2971372312225361,True,False,False,False,False,True,False,False
44,1,3,1,3,36,4,2,5,9.946690709836776,1420,9.876270506242577,0.6189622823705687,7.73718007783463,40,0.4700036292457356,0.0657877405380031,True,False,False,False,False,True,False,False
55,1,1,1,3,47,3,3,3,7.985824666418917,1995,6.8501261661455,0.414755155015257,7.210079628170788,30,0.3569748989477304,0.5181983780954038,True,False,False,False,False,True,False,False
58,0,1,0,1,53,2,3,1,8.232195314424011,2517,7.124531855527915,0.37602978809291066,7.439875728531164,35,0.3362866000974886,0.5126378023956503,True,False,False,False,False,False,True,True
45,0,4,2,1,39,2,3,3,8.33447124652277,0,8.33447124652277,0.6056063349339532,7.6375743715178,34,0.30152882807706505,0.0,True,False,False,False,False,True,False,False
49,1,1,0,2,37,1,2,2,9.817384853482716,1209,9.749228533507058,0.5527350268432003,9.70643807033756,110,0.5894519442211802,0.0639133257436528,True,False,False,False,False,False,True,False
33,1,0,0,1,36,6,1,1,9.212737496575905,504,9.161150127785412,0.6637183698691331,7.965198290612176,65,0.4855078157817008,0.048790164169432,True,False,False,False,False,False,True,False
49,1,3,-1,3,40,5,4,3,7.828038032125829,450,7.630461261783627,0.5031965966014995,7.714231144849085,47,0.483043242753539,0.1646666215552339,True,False,False,False,False,True,False,False
34,1,2,3,3,22,4,3,3,10.44920723527944,1263,10.411930339600325,0.4718768736274158,7.9229859587111955,65,0.5911144549947938,0.0363319292473902,False,False,False,True,False,False,True,False
61,1,0,3,1,56,2,5,4,8.290292591224315,2245,7.461640392208575,0.4774756440844366,7.507690077819904,39,0.5282725373697112,0.4472466421231194,True,False,False,False,False,False,True,False
32,0,1,3,0,17,4,1,3,9.293072594534001,0,9.293072594534001,0.551164412950105,8.958630291900695,75,0.6108309959573318,0.0,True,False,False,False,False,True,True,False
54,0,3,5,-1,42,6,1,0,9.133135301067211,1999,8.889859587773016,0.5944312076207876,7.277247726631484,37,0.5664495275139878,0.1955667835439752,True,False,False,False,False,False,True,False
50,0,3,0,-1,42,4,1,2,7.714677473800927,0,7.714677473800927,0.5116253039365551,7.552762084214147,39,0.2963940130538024,0.0,True,False,False,False,False,True,False,False
35,1,3,3,1,30,3,1,3,9.101640955052842,1226,8.954673628956414,0.6097655716208942,7.851271997109883,59,0.5510074133988224,0.128393214768399,True,False,False,False,False,False,True,False
47,1,5,3,2,38,5,3,4,10.087224773471243,612,10.061431030602083,0.4916428043492167,8.182838710766026,75,0.4259211166755468,0.0246926125903714,True,False,False,False,False,True,False,False
42,1,3,0,1,33,2,2,3,8.068286301460242,1050,7.462910055398403,0.2693140530932644,7.330972686087456,29,0.2761154360803155,0.31596786877934746,True,False,False,False,False,False,True,False
44,0,3,0,0,34,2,2,2,7.304248879521918,0,7.304248879521918,0.4795441458970908,7.102204797073711,28,0.37823050409705417,0.0,True,False,False,False,False,True,False,False
48,0,2,0,-1,31,4,3,3,8.174170754296506,0,8.174170754296506,0.5551447244740652,7.809874642111861,42,0.4070084828154918,0.0,True,False,False,False,False,True,False,False
57,1,1,0,2,42,3,2,2,7.993882237991893,1031,7.542120338399825,0.5558253723155343,7.93187998092326,43,0.3423311274527974,0.3051231868034591,True,False,False,False,False,True,False,False
28,0,1,2,0,17,5,3,2,9.382779928915689,1488,9.248983995568388,0.461845441544272,8.490027523343468,87,0.6371057896763205,0.1177830356563834,True,False,False,False,True,False,False,False
61,0,0,3,0,36,6,2,3,7.618742377670413,1883,5.030437921392435,0.6703901934373291,8.476996001664824,85,0.4725005094443228,0.6549259677397475,True,False,False,False,False,True,False,False
55,1,4,3,2,36,5,3,3,8.784387270133536,0,8.784387270133536,0.6121600157688889,9.066729187826995,68,0.4862497121385833,0.0,True,False,False,False,True,True,False,False
60,0,0,1,0,36,3,2,2,8.42222295382501,0,8.42222295382501,0.506817602368452,7.216709486709457,34,0.268499253035007,0.0,True,False,False,False,False,False,True,False
39,1,2,4,2,36,6,3,2,8.607399459302387,2056,8.13622555490846,0.3818552424690307,7.597396320212795,46,0.532978428407124,0.3191807395111518,True,False,False,False,False,True,False,False
41,0,4,3,-1,36,4,1,1,8.440959885416648,0,8.440959885416648,0.4928652983889978,8.36799688505411,63,0.5596157879354227,0.0,True,False,False,False,False,True,False,False
42,0,4,3,-1,33,4,2,2,7.972466015974565,1952,6.854354502255021,0.511025603768657,8.498418036089904,94,0.5181983780954038,0.514618422004687,True,False,False,False,False,False,True,False
36,0,3,2,0,23,2,2,2,8.0871347574582,2517,6.5991404602885915,0.3194322515965607,6.741180652953702,17,0.06463735555052474,0.5734147089502271,True,False,False,False,False,True,False,False
50,0,3,1,1,31,3,3,3,8.921540420662032,0,8.921540420662032,0.40850234823254733,7.662673168913092,52,0.6563912666885918,0.0,True,False,False,False,False,True,False,False
50,0,2,0,0,36,2,2,3,7.584322925436284,1108,6.660260335137148,0.4244262809232717,7.57225049826539,45,0.47366860451081627,0.4594859905432494,True,False,False,False,False,True,True,False
45,0,3,0,1,36,6,1,2,7.889084407035514,1551,7.018401799069201,0.51402051466251,8.493719835230594,85,0.5510074133988224,0.458689869345462,True,False,False,False,False,False,False,True
43,1,5,3,4,36,6,2,4,10.01485002038959,2179,9.912298620814678,0.5458065926612362,9.565844630930576,99,0.5877866649021191,0.0925791812930931,True,False,False,False,False,True,False,False
36,0,1,-1,-1,32,2,3,2,8.094988759303774,0,8.094988759303774,0.6097655716208942,9.564722689855031,127,0.5001690435774618,0.0,True,False,False,False,False,False,True,False
46,1,2,1,-1,36,5,1,0,8.247743887225516,1142,7.892452043520352,0.5359084041334539,9.597777277564957,113,0.6668032052203433,0.2615947376884624,True,False,False,False,False,False,True,False
38,1,3,1,2,33,6,1,2,10.44920723527944,1793,10.39586403263359,0.5692831933375593,8.419359831067474,78,0.3866220203066844,0.0506931143155181,False,False,False,True,False,False,True,False
39,0,2,2,0,26,2,2,3,8.24500609946751,854,7.946641676297655,0.5929631295805172,7.935870868994413,50,0.5596579044370488,0.21339668325180794,True,False,False,False,False,True,True,False
44,0,3,3,0,36,1,2,4,8.327341488636263,2517,7.375246742341301,0.5645248825052898,8.19880738107516,55,0.44020486793602187,0.47634108335455744,True,False,False,False,False,True,True,False
43,0,1,1,1,36,5,2,1,9.00663173330058,0,9.00663173330058,0.5086232002107907,8.292298107063221,73,0.4401885441665499,0.0,True,False,False,False,False,False,True,False
54,0,2,0,0,44,4,3,4,7.799498900078687,0,7.799498900078687,0.5852195557512195,7.810988377291689,43,0.35232875963848276,0.0,True,False,False,False,False,False,True,False
52,0,3,0,0,36,3,1,2,9.237371711027214,1657,9.061492275239766,0.5364933705145685,8.237214703349489,70,0.4643627493556498,0.1492817027157544,True,False,False,False,False,False,True,False
34,1,2,3,-1,28,5,1,4,8.39840965542627,844,8.18757739559151,0.6221880916194514,7.958227192322312,71,0.5247285289349821,0.1739533071234379,True,False,False,False,False,False,True,False
39,1,5,3,2,36,1,3,3,10.112856670428496,633,10.086850233838494,0.3060130291365044,7.578145472419466,46,0.3321773123383322,0.0256677467485778,True,False,False,False,False,False,True,False
42,0,3,0,0,36,2,3,4,7.388944547518326,0,7.388944547518326,0.6219200754195495,7.872849563519644,41,0.4901949534676717,0.0,True,False,False,False,False,True,True,False
60,1,1,2,2,52,1,1,2,8.749764293343492,580,8.652563088428497,0.4684193832212497,8.333544954133192,65,0.4426396132060771,0.08822355996891416,True,False,False,False,False,False,True,True
50,0,1,3,-1,38,4,1,3,7.8724551500639794,1714,6.813444599510896,0.5916680116100914,8.563695025067657,76,0.5933268452777344,0.5025918188388871,True,False,False,False,False,True,False,False
51,1,2,3,4,40,4,3,3,10.177666364950165,0,10.177666364950165,0.4989554511955033,8.095293776844649,53,0.6032224730319582,0.0,True,False,False,False,False,False,True,False
37,1,2,1,1,31,6,3,4,8.076204527239026,0,8.076204527239026,0.520577915208669,8.303999970955196,81,0.7309245448939752,0.0,True,False,False,False,False,False,True,False
39,1,3,3,4,36,4,2,2,10.44920723527944,0,10.44920723527944,0.5618988939499913,8.181160858023409,55,0.511025603768657,0.0,True,False,False,False,False,False,True,False
53,0,3,1,-1,41,3,3,2,7.344719054149673,0,7.344719054149673,0.6124792774924905,7.746300662231439,43,0.264669298142708,0.0,True,False,False,False,False,True,False,False
44,0,1,-1,-1,39,4,2,1,7.349873704738337,0,7.349873704738337,0.4593217808988751,8.245909264774093,65,0.5370779949100564,0.0,True,False,False,False,False,False,False,True
57,1,2,0,4,45,5,3,3,8.569216219483389,0,8.569216219483389,0.9939922395380072,7.324489979348532,29,0.9692626166402608,0.0,True,False,False,False,False,True,False,False
33,0,4,2,-1,24,6,2,2,9.196038587265322,0,9.196038587265322,0.5300398426897949,8.145839612936841,103,0.4916428043492167,0.0,True,False,False,False,True,False,False,False
52,1,1,1,2,45,1,5,1,9.384209641955154,2517,9.146548238888403,0.5567545556543906,9.66770192587285,128,0.5481214085096876,0.1922718876471227,True,False,False,False,False,False,True,False
39,1,4,2,3,31,4,3,2,10.380063288102246,1115,10.344834472532058,0.4824261492442928,7.507690077819904,53,0.414755155015257,0.0344014267173323,True,False,False,False,False,False,True,False
42,1,4,3,2,30,3,1,3,10.30688385547518,0,10.30688385547518,0.5573274574174104,9.60669746105362,109,0.4867378282369007,0.0,False,False,False,True,False,False,False,True
36,1,2,4,4,26,2,1,2,9.529262334717263,0,9.529262334717263,0.21232384220366654,6.547563588129355,18,0.252874036589104,0.0,True,False,False,False,False,True,False,False
45,1,2,3,1,37,4,2,3,10.079006308484754,428,10.059642823925579,0.4475359202576746,8.282888466926831,57,0.5094215370215425,0.019317196947969087,False,False,False,True,False,False,True,True
45,0,5,3,-1,39,4,3,2,7.676473646389156,1208,6.855408798609928,0.4504384737508955,7.204892510204673,28,0.4989554511955033,0.4446858212614457,True,False,False,False,False,True,False,False
42,1,2,1,2,33,3,3,3,8.484049972822984,493,8.37655086161377,0.3485419607085434,7.534228326274089,45,0.3407487933884732,0.0971267107307228,True,False,False,False,False,False,True,False
47,1,1,0,3,38,3,2,3,10.44920723527944,802,10.425698121168685,0.6413274318301488,7.508787170634276,27,0.5877866649021191,0.0227394869694893,False,False,False,True,True,False,False,False
49,0,1,1,-1,39,5,2,2,7.554858521040676,866,6.950814768442584,0.6312717768418578,8.454892165218858,83,0.611937125134402,0.3743183791113276,True,False,False,False,False,True,False,False
52,0,3,3,-1,46,6,5,3,7.942717540573791,2162,6.481577129276431,0.462475362824944,8.35983738064003,88,0.6059539688575679,0.5698489642154517,True,False,False,False,False,True,False,False
28,0,0,0,0,13,5,3,2,9.984698807960951,661,9.95375281868368,0.5692831933375593,7.837948916025283,51,0.6739643611431714,0.0295588022415444,True,False,False,False,False,False,True,False
39,0,3,0,0,28,2,3,3,7.369606669402152,0,7.369606669402152,0.42965272176702773,7.566260587907018,40,0.3725166183904831,0.0,True,False,False,False,False,True,False,False
45,0,2,0,-1,36,6,3,3,7.447673076023746,0,7.447673076023746,0.43078731834951794,7.7385287727402945,45,0.6187213613654873,0.0,True,False,False,False,False,True,True,False
49,0,4,1,-1,34,4,3,2,9.653101264828043,1554,9.547954813176172,0.3618614706260324,8.426611813185,73,0.5766133643039938,0.0953101798043249,False,True,False,False,False,False,True,False
45,0,3,3,-1,36,5,2,3,8.8871701158092,0,8.8871701158092,0.4931337220893868,6.716379883472315,14,0.4572098425994,0.0,True,False,False,False,False,True,True,False
49,0,3,0,0,36,1,2,2,8.614810196537602,0,8.614810196537602,0.6739643611431714,9.13815971281825,78,0.5963993255966235,0.0,True,False,False,False,False,False,True,False
42,0,5,2,-1,28,4,3,2,8.021256180143997,1865,7.07326971745971,0.6162661362239875,8.487764380725425,85,0.7050757514252192,0.4780957991430718,True,False,False,False,False,False,True,False
42,1,5,1,2,36,1,2,2,7.514448525909559,0,7.514448525909559,0.5948548478179241,7.940190480970649,42,0.30313436567327146,0.0,True,False,False,False,False,True,False,True
30,0,1,0,0,15,2,1,2,8.457094355752142,0,8.457094355752142,0.5650869096624189,8.983262666558865,63,0.6108737301600604,0.0,True,False,False,False,False,True,False,False
37,0,2,1,0,16,2,1,2,7.8846333119720935,0,7.8846333119720935,0.6251150578796498,7.91471294628371,43,0.3515051251021418,0.0,True,False,False,False,False,False,True,False
49,1,2,-1,2,35,3,3,3,9.505692950732184,0,9.505692950732184,0.5579000311519194,8.182000136293405,56,0.7673265787341967,0.0,True,False,False,False,False,True,False,False
49,0,3,0,-1,37,2,2,2,8.675222055641148,0,8.675222055641148,0.6739643611431714,9.127284796838858,80,0.6205764877251098,0.0,True,False,False,False,False,False,True,False
39,1,2,2,2,25,1,2,2,8.328742334820278,0,8.328742334820278,0.6555803663258882,8.962998744669658,81,0.6599224814772269,0.0,True,False,False,False,False,True,True,False
43,1,5,3,1,38,3,3,2,8.935903526274423,1100,8.779557455883728,0.311154428636923,8.389814262086407,71,0.501381164937991,0.1354046370062029,True,False,False,False,False,False,False,True
40,0,2,1,0,36,3,2,2,8.674480726616263,0,8.674480726616263,0.291718190115393,8.684737506972123,60,0.19498440519319316,0.0,True,False,False,False,False,False,True,False
35,0,2,0,0,20,2,2,2,9.795640642392557,0,9.795640642392557,0.5946730196967841,8.87779569150882,63,0.5114007430990611,0.0,True,False,False,True,False,True,False,False
44,1,4,0,4,31,4,3,4,10.44920723527944,1197,10.41391309628078,0.5122246446796981,7.374629015218945,43,0.7654678421395714,0.0344014267173323,True,False,False,False,False,True,False,False
51,1,4,1,3,42,6,1,2,9.57768815797122,2517,9.386140711779872,0.6168059473032227,7.645397699428633,47,0.6312717768418578,0.1604167214059046,True,False,False,False,False,True,False,False
57,0,0,1,-1,36,5,1,3,8.169902647359145,869,7.88758403166028,0.7119689348005332,8.365905077202456,64,0.5754891370917129,0.2199384203652614,True,False,False,False,True,False,False,False
38,0,3,3,-1,22,4,3,3,7.569927655242652,1175,6.638567789166521,0.6151856390902335,8.435332164935916,75,0.6286086594223741,0.4737466155245698,True,False,False,False,False,False,True,False
52,1,1,1,3,41,4,1,4,8.319717386850606,1972,7.664815785285735,0.5098251234324072,9.70167731915831,118,0.5810976767513224,0.3927175352856616,True,False,False,False,False,False,True,False
38,1,3,1,1,32,6,6,2,9.05998249038762,1046,8.930361883909434,0.6021277821727767,7.472500744737558,40,0.553310235372146,0.1151128071005044,True,False,False,False,False,True,False,False
45,0,2,0,0,36,1,3,2,9.16241836978979,1733,8.6719823233204,0.5051310101144769,7.538431108606194,42,0.46534976509885,0.2145485015450012,True,False,False,False,False,True,False,False
55,1,2,1,4,46,5,3,2,9.730858867713073,2517,9.568853625188556,0.7222204280456525,8.505120610181969,63,0.3818552424690307,0.1397619423751586,True,False,False,False,True,False,False,False
45,1,3,4,2,37,6,3,3,7.920083199053234,2432,5.768320995793772,0.6444820085786643,8.401557847817314,75,0.6538864666066427,0.6333971761541712,True,False,False,False,True,False,False,False
48,0,1,1,0,37,5,2,3,7.868970161244377,0,7.868970161244377,0.5436835322498279,7.800426007150061,45,0.3805640029240131,0.0,True,False,False,False,False,True,True,False
46,0,3,1,0,36,3,2,2,10.37070112458899,154,10.36539880211474,0.47438209030758016,7.601968851959439,46,0.4543464186589623,0.004833622509329253,True,False,False,True,False,True,True,False
46,0,3,2,1,34,1,2,3,8.567518321445771,158,8.535676165405324,0.465197745494591,8.867554799568952,59,0.45693772116985004,0.03059086010318398,True,False,False,True,False,True,True,False
41,0,3,1,1,31,2,3,3,8.00245565940086,2506,5.974774273111158,0.47730197186529394,7.765173980010597,37,0.318574756204849,0.6107045037932661,True,False,False,False,False,True,False,False
41,1,3,0,0,32,2,2,3,8.972780296599282,0,8.972780296599282,0.6607758198817486,9.012231323637574,74,0.5670276961726951,0.0,True,False,False,False,False,True,False,False
37,0,2,0,0,23,2,2,3,8.825600973914689,0,8.825600973914689,0.5828572531777183,8.371428780622992,61,0.48919180748533936,0.0,True,False,False,True,False,True,True,False
49,0,1,0,0,43,1,3,2,7.4283773575181895,527,7.050896127528907,0.5923974993334798,7.834531819105035,38,0.46867340373135785,0.27314599220787,True,False,False,False,False,False,True,False
46,1,2,1,4,36,5,3,2,9.889794225404126,1785,9.794955345712667,0.4523486940070148,7.127693699347399,25,0.5799784824543073,0.0861776962410524,True,False,False,False,False,True,False,False
44,0,1,1,-1,36,5,3,4,8.596004371840527,0,8.596004371840527,0.5982868995359851,9.239122173401634,60,0.5977369957552872,0.0,True,False,False,False,False,True,False,False
38,1,2,0,2,26,2,2,3,9.328390038749998,1129,9.222664121665014,0.3798053613275867,7.477038472319696,31,0.3893357261782807,0.0953101798043249,True,False,False,False,False,False,False,True
52,0,2,3,-1,42,5,2,2,7.5234663569923885,913,6.829175891340209,0.38932980613430523,7.666491231973241,48,0.4151459075203933,0.40315769847483857,True,False,False,False,False,False,True,True
52,0,0,0,0,32,3,2,3,7.644506283626023,634,7.276996727437889,0.5175430412627533,7.80360899648599,46,0.4762631741596931,0.2665583063816612,True,False,False,False,False,True,False,True
44,1,3,3,2,31,4,3,4,9.46280968867222,758,9.402117087540892,0.5754891370917129,8.026496938945412,60,0.7270653987634059,0.0573250666192693,True,False,False,False,False,False,True,False
49,1,1,1,3,41,5,3,3,9.493739128601023,438,9.413714893368809,0.5594184279923238,8.60126413421767,62,0.6165601325280818,0.06823225128089376,True,False,False,True,False,True,True,False
40,1,3,3,3,30,3,2,2,8.433035276800124,1603,7.715341232503281,0.6146567273303855,8.17948746896234,54,0.4152803077632705,0.3540698327248428,True,False,False,False,False,True,True,False
47,0,3,-1,-1,36,5,1,1,7.271912163268625,0,7.271912163268625,0.4989554511955033,8.39931015075952,86,0.6043159668533296,0.0,True,False,False,False,False,True,False,False
44,0,2,3,-1,27,5,2,2,7.271912163268625,679,6.633713092234391,0.620038708739307,7.0192966537150445,29,0.728031582413447,0.3866220203066844,True,False,False,False,True,False,False,False
38,0,2,0,0,32,3,2,3,8.149487676414573,0,8.149487676414573,0.32173510699122115,7.612213497403019,51,0.6265435089428998,0.0,True,False,False,False,False,True,False,False
43,0,1,1,1,35,6,3,2,7.477038472319696,0,7.477038472319696,0.5760514086836981,8.478244441277663,87,0.514618422004687,0.0,True,False,False,False,False,False,False,True
34,1,1,3,1,36,6,2,3,8.225770799348734,1285,7.804251383528112,0.7100042976263681,7.537962659768208,33,0.7884573603642703,0.2956502421009577,True,False,False,False,False,True,False,False
43,0,4,3,-1,31,4,3,2,8.679127033394213,2517,7.817021390461655,0.48095502631370823,8.089523221595014,54,0.4812910698056958,0.40203849725979224,True,False,False,True,True,True,False,False
58,1,2,4,3,39,4,2,3,8.22764270790443,2517,7.111512116496157,0.5596157879354227,9.705158557596356,121,0.5911144549947938,0.514618422004687,True,False,False,False,False,True,False,False
48,0,2,3,0,37,4,2,3,9.37169362233394,487,9.329367078397825,0.5721088521828892,7.837159650001675,48,0.4369637751675354,0.0401817896328317,True,False,False,False,False,False,True,False
53,0,3,1,0,36,2,2,3,9.2534633703292,2220,9.00747797784196,0.47049396892157824,8.095988955244303,48,0.3956536274201012,0.19581608295254332,True,False,False,False,True,False,True,False
55,1,1,5,2,36,3,3,3,9.630497028827335,1166,9.550804629866931,0.609221945622184,8.255568653283746,68,0.4818086746954981,0.0741793981742514,True,False,False,False,False,False,True,False
49,1,4,4,4,41,2,3,2,10.44920723527944,0,10.44920723527944,0.5086232002107907,9.501292093295586,129,0.5423242908253617,0.0,False,False,False,True,False,True,False,False
56,1,2,3,4,45,3,3,1,8.10076824307173,1435,7.529406457837013,0.6770177986300616,8.372860820526318,66,0.5521594872589679,0.3611648492115845,True,False,False,False,True,False,False,False
53,1,1,1,3,36,3,2,2,10.306032589726168,0,10.306032589726168,0.48529142240070994,7.742792753675916,46,0.4030751068090844,0.0,True,False,False,False,False,False,True,False
26,0,0,1,-1,13,6,3,4,8.165647925297504,1195,7.750614732770409,0.4421184257561999,7.721348612617949,48,0.4054651081081644,0.29266961396282,True,False,False,False,False,False,True,False
58,0,1,1,-1,48,1,3,3,8.688805235384349,748,8.548908556862365,0.6163306631076259,9.134532656540236,64,0.5959761597552506,0.12181355014797443,True,False,False,False,False,True,False,False
