Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Income_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown
1,41,1,3,1,1,33,4,2,1,8.405367376233981,680,8.240385115516334,0.9585836440644065,6.837332814685591,18,0.9442949282837523,0.14149956227369942,True,False,False,False,False,True,False,False
1,47,0,4,0,-1,36,3,3,2,7.821242083523558,1560,6.838405200847344,0.45298462407614076,7.027314514039777,23,0.302324349188651,0.4861230111256188,True,False,False,False,False,False,True,False
1,54,1,2,0,3,42,4,2,3,9.410665553209713,0,9.410665553209713,0.7299611536826617,7.01301578963963,21,0.5596157879354227,0.0,True,False,False,False,False,True,False,False
1,41,0,3,3,-1,28,6,1,2,8.95789673495042,1669,8.716044050161402,0.5861186078014221,6.9584483932976555,22,0.6059539688575679,0.19474407679251185,True,False,False,False,False,False,True,False
1,59,1,1,1,1,46,4,1,2,9.601368432286577,1374,9.50383054471094,0.6528458837864196,7.088408778675395,23,0.8329091229351039,0.08892620919440149,True,False,False,False,False,False,False,True
1,63,1,1,0,2,56,3,3,2,9.231710397712375,1010,9.127610724377186,0.6113946786876863,7.552237287560802,40,0.6931471805599453,0.0944006754214843,True,False,False,False,False,True,False,False
1,44,0,3,-1,0,34,5,2,2,9.220389707829185,0,9.220389707829185,0.4219944100593749,6.959398512133975,18,0.9442949282837523,0.0,True,False,False,False,False,False,True,False
1,47,1,4,1,1,42,6,0,0,8.47345026846832,1362,8.138564737261632,0.553310235372146,6.952728644624869,38,0.6418538861723947,0.25075871834718305,True,False,False,False,False,True,False,False
1,53,1,3,0,3,33,3,2,3,7.9208096792886,1811,6.849066282633458,0.6815805441884798,6.946013991099227,25,1.2728456686123115,0.5056120567131032,True,False,False,False,False,True,False,False
1,53,1,2,-1,2,48,2,5,1,7.804659297056102,1690,6.635946555686647,0.8428594537882721,7.3758821482150125,26,0.9555114450274363,0.5247285289349821,True,False,False,False,False,True,False,False
1,41,1,4,3,2,36,4,1,2,9.096499555552423,2517,8.765146421639022,1.002835333274341,7.371489295214277,24,0.9809542451998772,0.24842135849847832,True,False,False,False,False,True,False,False
1,53,0,2,2,-1,38,5,2,3,7.8826922062890254,1490,7.057036981697891,1.0116009116784799,7.252762418053187,28,0.6931471805599453,0.44596705141749426,True,False,False,False,False,True,False,False
1,58,1,0,3,3,49,6,2,2,9.437953917961844,1696,9.292841593487926,0.41805222361363586,7.163946684342547,24,0.538829820175588,0.126632650933366,True,False,False,False,False,True,False,False
1,55,0,1,2,-1,36,4,2,1,8.166500319155052,1914,7.382124365737512,0.412109650826833,7.249925536717988,43,0.3940670631557951,0.4343764516025845,True,False,False,False,False,False,True,False
1,55,0,3,3,-1,36,6,2,3,8.01829613851552,2298,6.6039438246004725,1.002101388287266,7.537962659768208,37,0.7774883289936962,0.5636078092049602,True,False,False,False,False,True,False,False
1,42,0,4,1,-1,36,2,3,3,9.644328147017548,0,9.644328147017548,0.6232610530957788,6.874198495453294,22,0.7884573603642703,0.0,False,True,False,False,False,True,False,False
1,57,0,1,3,1,49,3,3,2,8.208764045819667,886,7.932721027481948,0.8415671856782188,7.289610521451167,28,0.4421184257561999,0.21591750622247025,True,False,False,False,False,False,False,True
0,66,0,0,5,0,56,5,4,3,8.972463821059907,605,8.892611378172106,0.7188149273085231,6.558197802812269,16,0.1336563848126736,0.07417939817425147,True,False,False,False,False,True,False,False
1,45,1,3,3,3,41,2,2,2,10.386746688084312,578,10.368761263333154,0.7139297197424738,7.01211529430638,28,0.38797979376714486,0.017839918128331016,True,False,False,False,False,False,True,False
1,51,1,2,0,1,44,4,1,0,8.733271845008325,2204,8.294549515143679,0.5894519442211802,7.206377291472252,28,0.4421184257561999,0.3038014543316642,True,False,False,False,False,True,False,False
1,50,0,1,2,1,43,3,2,3,9.758750756069444,2517,9.601571320056523,0.8956797779700306,7.471363088187097,33,0.7884573603642703,0.13540463700620298,False,False,False,True,False,False,True,False
1,49,1,3,1,2,37,5,2,1,8.27052509505507,0,8.27052509505507,0.7948008342864451,7.471363088187097,32,0.6931471805599453,0.0,True,False,False,False,False,True,False,False
1,38,0,4,3,0,28,2,3,3,9.193295937366925,2055,8.958797346140274,0.6815805441884798,6.949856455000773,23,0.6507614640635074,0.18979357163265567,True,False,False,False,False,False,True,False
1,49,1,4,-1,3,30,3,2,3,10.44920723527944,0,10.44920723527944,0.9635559243412692,7.275864600546533,28,0.847154993039293,0.0,True,False,False,False,False,False,True,False
1,56,1,2,5,2,45,6,2,0,7.7336835707759,1430,6.74993119378857,1.1987592372730485,7.462789157412448,27,0.462475362824944,0.4861230111256188,True,False,False,False,False,True,False,False
1,59,1,1,5,1,52,3,2,2,7.8434564043761155,2020,6.270988431858299,1.211047717997898,7.450079569807499,27,0.9932517730102834,0.583890194622996,True,False,False,False,False,True,False,False
1,46,1,3,1,3,40,4,3,3,9.876064966958156,1435,9.79945948211208,0.580538236177291,7.1049654482698426,27,0.5877866649021191,0.071389996086673,True,False,False,False,False,True,False,False
1,52,1,1,2,3,40,5,1,1,8.465057436995709,1227,8.165932137321585,0.48489224173948625,7.039660349862076,40,0.47000362924573563,0.23031775506221003,True,False,False,False,False,False,True,False
1,52,0,3,0,-1,41,6,3,2,7.872073979866873,1549,6.97914527506881,0.8419981272922998,7.538494999413465,30,0.7622067164914399,0.4643627493556498,True,False,False,False,False,True,False,False
0,54,0,1,3,-1,40,2,3,1,7.271912163268625,808,6.44778118537358,0.6916460544336781,6.559615237493242,19,0.6418538861723947,0.44596705141749426,True,False,False,False,False,True,False,False
1,66,0,0,1,-1,54,3,4,2,8.06211758275474,2179,6.900730664045173,0.799307376388336,7.5740450053721995,38,1.0726104861291088,0.5229518035638313,True,False,False,False,False,True,False,False
1,49,1,2,0,4,36,4,2,0,9.891617379965641,2517,9.7553934942914,0.5092243423990169,7.254884810077338,35,0.22314355131420976,0.11955923505763925,True,False,False,False,False,True,False,False
0,56,1,2,3,4,36,1,3,3,9.665864679957084,0,9.665864679957084,0.7134398838277077,6.401917196727186,15,0.31042155942127025,0.0,True,False,False,False,False,True,False,False
1,49,0,4,3,-1,36,6,4,2,8.101374671228582,2200,7.002155954403621,0.5176026080450143,6.959398512133975,32,0.47000362924573563,0.511025603768657,True,False,False,False,False,False,False,True
1,49,0,3,3,-1,36,2,2,0,7.938445551164788,2363,6.0867747269123065,0.5596157879354227,7.16703787691222,40,0.47000362924573563,0.6113946786876863,True,False,False,False,False,False,True,False
1,56,1,2,-1,1,50,4,2,3,8.402679804627477,1880,7.8551570058813445,0.745265134822052,7.261927092702751,29,0.8825271017213459,0.3520643313810491,True,False,False,False,False,True,False,False
1,44,0,5,3,0,35,4,1,2,8.744169388750624,978,8.574707097616844,1.1863178690872151,7.215239978730097,25,0.7338091622788351,0.14496577025018564,True,False,False,False,False,True,False,False
1,42,1,2,1,2,34,4,4,3,8.112827478751374,1753,7.367708572374371,0.5247285289349821,7.063903961472068,27,0.8109302162163288,0.4219944100593749,True,False,False,False,False,False,True,False
1,55,1,3,0,3,47,4,2,3,8.142354276849835,2016,7.259116128097101,0.6423800635062922,7.001245622069476,33,0.6059539688575679,0.461845441544272,True,False,False,False,False,True,False,False
0,48,1,2,3,2,35,2,4,4,10.44920723527944,0,10.44920723527944,0.5670169034157331,6.539585955617669,15,0.4054651081081644,0.0,False,False,False,True,False,True,False,False
1,39,1,1,1,2,33,5,3,3,8.687273461787838,1251,8.450198322591959,0.6647477060382473,7.183111701743281,28,0.7673265787341967,0.19144646457095527,True,False,False,False,True,False,False,False
1,44,1,4,4,4,32,2,4,2,10.084057576291276,2102,9.992230762370516,0.6916460544336781,7.152268856032539,26,0.5498540107334691,0.08434114843375096,True,False,False,False,False,False,True,False
1,53,1,2,1,4,44,4,2,2,9.597980895171796,1634,9.48044384215367,0.6876319998718351,7.162397497355718,23,0.6507614640635074,0.10526051065749294,True,False,False,False,False,False,True,False
1,51,1,4,-1,3,38,4,1,4,10.44920723527944,1515,10.40432344467275,0.4649910874221913,7.165493475060845,32,0.47000362924573563,0.04305948946044701,False,False,False,True,False,False,True,False
1,57,1,2,2,2,52,5,3,3,8.792549614177382,1817,8.469682208745185,0.4824261492442928,7.21081845347222,35,0.511025603768657,0.24373018492259815,True,False,False,False,False,True,False,False
1,44,0,2,-1,-1,20,6,3,3,7.642524134232902,1468,6.424869023905388,0.6951451832226183,7.0326242610280065,28,0.4421184257561999,0.532978428407124,True,False,False,False,False,False,True,False
1,49,1,2,3,2,32,2,2,2,7.431299675155903,1107,6.364750756851911,0.9987919533858987,7.421177528595393,17,1.2237754316221157,0.5044050559630681,True,False,False,False,False,True,False,False
1,50,1,2,5,3,38,6,2,2,10.138599199626192,1330,10.08460004537341,0.7285143243972366,6.731018100482083,15,1.0986122886681098,0.051643233151838386,True,False,False,False,False,True,False,False
1,51,1,4,3,4,42,3,2,3,10.44920723527944,1763,10.396780371009813,0.8180161626058146,7.346655163176539,41,0.7178397931503168,0.04974209189481401,True,False,False,False,False,False,True,False
1,55,0,2,3,-1,42,5,3,3,7.7039102096163115,1034,7.075808863978387,0.5641767992629853,7.340186835320115,36,0.2515366258154277,0.38321949916084475,True,False,False,False,False,True,False,False
1,54,1,1,3,2,43,4,2,3,7.976251943745623,2030,6.78105762593618,0.5704144151776483,7.136483208590247,21,0.3364722366212129,0.5294510878891555,True,False,False,False,False,False,False,True
1,42,1,5,-1,3,37,6,2,2,10.03950335645357,1528,9.970491781316602,0.34642256747438094,7.240649694255466,35,0.4200252594394941,0.06485097231961627,True,False,False,False,False,True,False,False
1,44,1,1,2,2,35,3,3,3,10.098766465702033,1932,10.01596766362013,0.8381129508101312,7.201916317531627,24,0.7802418874108791,0.07603468627599758,True,False,False,False,False,False,True,False
1,53,1,2,3,3,36,5,3,2,8.57035473953047,1515,8.231642179973411,0.6189622823705687,7.162397497355718,33,0.3611648492115845,0.25231392861398955,True,False,False,False,False,False,True,False
1,44,0,4,3,-1,36,6,4,2,8.853808274977197,2517,8.40827078419205,0.38865798979178323,7.014814351275545,23,1.0560526742493137,0.30748469974796055,True,False,False,False,False,False,True,False
1,37,0,3,-1,-1,29,4,4,2,8.85922139360813,1801,8.563695025067657,0.5601870533037148,7.757906208351747,57,0.6760010217249748,0.22793206804600694,True,False,False,False,False,False,True,False
1,49,1,3,3,2,30,6,1,2,7.838737559599282,1823,6.570882962339584,0.5323914016805511,7.292337176173877,23,0.302324349188651,0.5417427264007121,True,False,False,False,True,False,False,False
1,47,1,2,3,3,38,6,3,2,10.271769869516577,1899,10.203814342520987,0.6151856390902335,7.19668657083435,35,0.3364722366212129,0.06391332574365285,True,False,False,False,False,True,False,False
1,47,1,3,3,2,37,4,4,0,9.055789612127585,1695,8.835355971121606,0.8073683246499682,7.284820912568604,41,0.8804562788649389,0.18065349969325756,True,False,False,False,False,True,False,False
1,44,1,1,0,4,36,6,2,2,10.44920723527944,1533,10.403777874386735,0.6544063522435147,7.38025578842646,29,0.42264993286226527,0.04305948946044701,True,False,False,False,False,False,False,True
0,55,0,4,0,1,45,2,4,3,7.677400430514807,0,7.677400430514807,0.46058440732924394,6.423246963533519,12,0.538829820175588,0.0,True,False,False,False,False,True,False,False
1,59,0,1,3,0,52,2,3,3,9.223651386035854,1417,9.073030421011577,0.32425505268262117,6.974478911025045,20,0.5977369957552872,0.1310282624064042,True,False,False,False,False,True,False,False
1,53,1,1,3,3,35,5,4,2,10.44920723527944,1219,10.413252614104797,0.7556523859113424,7.372118028337787,27,1.0986122886681098,0.03440142671733232,True,False,False,False,True,False,False,False
1,52,1,2,3,2,47,5,3,0,8.034631032923107,1910,7.069874128458572,0.6528458837864196,7.3343293503005365,35,0.511025603768657,0.4818086746954981,True,False,False,False,False,True,False,False
1,53,1,2,1,4,35,4,2,1,9.85434982797458,2056,9.740085880594684,0.47436908675537554,7.10085190894405,31,0.543486406005539,0.10255658832509215,True,False,False,False,False,False,True,False
1,43,0,3,-1,-1,35,5,2,3,8.300776960851454,0,8.300776960851454,0.3940670631557951,7.121252453244542,32,0.47000362924573563,0.0,True,False,False,False,False,False,True,False
1,44,1,3,1,2,31,4,3,1,9.45383541953829,837,9.385972940619341,1.075684784024405,7.254177846456518,14,1.0296194171811581,0.06391332574365285,True,False,False,False,False,False,True,False
1,57,1,2,0,4,45,5,3,3,8.569216219483389,0,8.569216219483389,0.9939922395380071,7.324489979348532,29,0.9692626166402608,0.0,True,False,False,False,False,True,False,False
1,51,0,2,1,-1,36,3,2,2,9.203416456903359,0,9.203416456903359,0.5486992761940721,7.152268856032539,21,0.847154993039293,0.0,True,False,False,False,False,False,True,False
1,49,1,4,1,3,38,4,3,0,10.351469218580617,1953,10.287047825256243,0.6286086594223741,7.355641102974253,35,1.157509929915595,0.060153922819747144,True,False,False,False,False,False,True,False
1,45,1,1,3,1,36,4,4,3,8.79133399330135,0,8.79133399330135,0.45679173527350503,7.290292882446597,34,0.4818086746954981,0.0,True,False,False,False,False,False,True,False
1,53,1,0,3,3,42,5,4,1,7.887959336599945,2037,6.4425401664681985,0.6151856390902335,7.160069207596127,29,0.6590732002261939,0.5681506903852601,True,False,False,False,False,False,True,False
1,45,0,3,0,0,28,5,1,2,7.8383433155571165,2440,4.564348191467836,0.9951019122984449,7.180069874302796,20,0.7984076912174383,0.6744739152943241,True,False,False,False,False,True,False,False
1,64,1,1,3,-1,52,6,4,3,7.444248649496705,895,6.703188113240863,0.9768212316141873,7.422971251049421,32,0.632335041163188,0.42133845726445457,True,False,False,False,False,True,False,False
1,45,1,3,3,1,35,5,4,2,8.14757773620177,1200,7.720905251936779,0.4681268692328754,7.1808311990445555,30,0.26543646350446126,0.2978798974282269,True,False,False,False,False,True,False,False
1,53,1,3,5,1,35,5,3,2,8.240121298076472,1706,7.642044402873258,0.7163753066791523,7.383989457978509,42,0.5187937934151676,0.371563556432483,True,False,False,False,False,True,False,False
1,56,1,3,2,4,50,3,2,0,9.178849704884811,2250,8.914626127827137,0.4548899914356874,7.055312843339752,19,0.5463857991645414,0.208638865111328,True,False,False,False,False,True,False,False
0,47,1,2,0,3,37,2,3,3,8.60337088765729,1628,8.248529124800218,0.5282725373697112,6.729824070489475,18,0.32570013963930183,0.2615947376884624,True,False,False,False,False,True,False,False
1,49,0,3,2,0,43,4,4,0,10.044683249202905,1960,9.955747879197213,0.4818086746954981,7.162397497355718,22,0.6931471805599453,0.08157998699242285,True,False,False,False,False,False,True,False
1,41,0,3,0,0,34,5,3,3,10.44920723527944,2053,10.387887062065596,0.7100042976263681,7.305188215393037,26,0.5498540107334691,0.05732506661926935,False,False,False,True,False,True,False,False
1,53,1,3,3,4,34,6,2,2,7.9865049385539955,1264,7.424761761823209,0.44596705141749426,7.138866999945524,33,0.4054651081081644,0.3576744442718159,True,False,False,False,False,True,False,False
1,44,0,2,3,-1,32,3,3,3,8.016977746762262,1879,7.050122520269059,0.5810976767513224,7.1693500166706,15,0.9162907318741551,0.4824261492442928,True,False,False,False,False,False,True,False
1,44,1,3,1,2,25,3,3,0,7.529943370601589,0,7.529943370601589,0.6328662496750154,7.112327444710911,34,0.5816568045265822,0.0,True,False,False,False,False,False,False,True
1,43,0,4,4,-1,33,2,3,3,9.031094081699155,926,8.913684824725294,0.5664495275139878,7.356918242356021,37,0.4330802751411378,0.10526051065749294,True,False,False,False,False,True,False,False
1,53,1,2,4,4,36,6,1,2,10.44920723527944,931,10.421864592454954,0.6032224730319582,6.930494765951626,21,0.7419373447293773,0.026641930946421092,True,False,False,False,False,False,True,False
1,44,1,1,-1,2,36,5,2,3,9.57851889529833,2440,9.39357817555449,0.8254903675476585,7.119635638017636,30,0.511025603768657,0.15614868248993138,True,False,False,False,False,True,False,False
1,62,0,1,0,-1,56,6,0,0,7.271912163268625,0,7.271912163268625,0.594982931772714,7.5766097669730375,44,0.7395535533741009,0.0,True,False,False,False,False,True,False,False
1,54,1,4,0,4,36,6,3,2,10.427979367065934,1960,10.368227352106764,0.48119081863629987,6.954638864880987,31,0.6010318916521395,0.05638033343610769,True,False,False,False,True,False,False,False
1,57,1,4,3,2,39,4,3,0,9.043931533642278,1886,8.791941988456118,0.44468582126144574,7.202661196523238,32,0.33002291294130587,0.20130685670503537,True,False,False,False,False,True,False,False
1,42,1,3,0,2,36,5,3,3,9.62172128051365,865,9.562685957753686,0.6621723762605147,7.010311867307229,21,0.965080896043587,0.055434706888100524,True,False,False,False,False,True,False,False
1,42,1,4,1,2,36,5,1,2,8.090708716083997,1674,7.371489295214277,0.462475362824944,7.132497551660044,35,0.2971372312225361,0.4140944348062188,True,False,False,False,True,False,False,False
1,54,0,0,-1,-1,36,2,2,2,7.3098814858247865,706,6.670766320845874,0.9835754786797514,7.174724309836376,24,1.3862943611198906,0.3873011374804931,True,False,False,False,False,True,False,False
1,48,1,3,3,3,35,6,1,0,9.514289416891836,1294,9.413934064045677,0.5827741230785747,7.236339342754344,37,0.7207623475929187,0.09075436326846412,True,False,False,False,False,False,True,False
1,49,1,1,3,3,36,6,2,2,9.846229133695847,895,9.797682493639151,1.0388622842623356,7.119635638017636,18,0.9442949282837523,0.045928931888399735,True,False,False,False,False,False,True,False
1,52,1,3,1,3,48,3,2,0,9.390743422947507,1273,9.27837278236801,0.7050757514252192,7.644919344958857,36,0.7504722471792149,0.10074990310014315,True,False,False,False,False,False,False,True
1,50,1,3,1,3,39,4,1,4,9.206834232646894,1559,9.036701015565063,1.0553567799971526,7.394493107219038,25,0.5799784824543073,0.14496577025018564,True,False,False,False,False,False,True,False
1,49,1,1,5,2,36,4,6,3,10.092453652048752,1196,10.041683051287528,0.5376622777195503,7.013915474810528,24,0.6931471805599453,0.04879016416943205,True,False,False,False,False,True,False,False
1,53,0,2,1,-1,44,3,2,3,8.587278798982926,1901,8.149601735736155,0.5966362801791014,7.348587530927593,38,0.6931471805599453,0.3038014543316642,True,False,False,False,False,True,False,False
1,50,1,2,3,4,36,3,2,2,10.44920723527944,1023,10.419121597294424,0.6951451832226183,6.970730078143525,13,0.4855078157817008,0.02955880224154443,True,False,False,False,False,False,True,False
1,55,0,1,5,-1,36,4,1,0,8.063062911326792,1951,7.1098794630722715,0.5687171021817683,7.126087273299125,29,0.47685510419483734,0.47933495667461984,True,False,False,False,False,True,False,False
1,53,1,1,1,3,47,3,2,2,9.414341877762027,1836,9.252153874789594,0.9493385859203555,7.414572881350589,38,0.9294043710195381,0.13976194237515863,True,False,False,False,False,True,False,False
1,47,0,3,1,1,41,4,3,3,8.239857411018601,1540,7.718240951959316,0.44852459756861124,7.374629015218945,47,0.32353172534547825,0.34145977813225203,True,False,False,False,False,False,True,False
1,55,1,2,2,4,42,2,3,2,10.44920723527944,1527,10.403959764222627,0.42264993286226527,7.1459844677143876,42,0.3038014543316642,0.04305948946044701,False,False,False,True,False,False,True,False
1,47,1,3,3,2,36,4,2,2,7.9817332866918855,0,7.9817332866918855,0.5164100020598914,7.173958319756794,24,0.6130211360806604,0.0,True,False,False,False,False,False,True,False
1,58,1,4,3,4,52,6,1,0,10.37633089597424,0,10.37633089597424,0.44916296337388373,7.221835825288449,30,0.31042155942127025,0.0,True,False,False,False,False,False,True,False
0,53,1,2,3,3,41,3,3,2,9.364776725280601,2227,9.15302900526307,0.4836599556932211,6.580639137284949,23,0.302324349188651,0.1747932903731631,True,False,False,False,False,True,False,False
1,52,1,2,1,1,45,3,1,2,9.512886426076506,1300,9.411892497046916,0.6130211360806604,7.3277805384216315,29,0.8825271017213459,0.09166718852582387,True,False,False,False,False,False,True,False
1,50,0,1,-1,-1,36,4,2,2,9.383368881858544,2090,9.190035618635818,0.5306282510621704,7.037027614686276,30,0.5681506903852601,0.16211884947643512,False,False,False,True,False,False,False,True
1,42,0,1,3,-1,36,5,1,2,7.780720886117918,1985,6.013715156042802,0.5810976767513224,6.88653164253051,16,0.5754891370917129,0.6043159668533296,True,False,False,False,False,True,False,False
1,43,1,4,0,1,39,5,1,2,8.718009330846357,2517,8.187299270155147,0.48980625654191534,7.108244139731541,16,1.1631508098056809,0.3450071390710503,True,False,False,False,False,True,False,False
1,57,1,4,3,3,46,3,2,3,9.86635665419792,1662,9.776165413960777,0.7820733897543468,7.356279876550748,28,0.9341306500024861,0.08250122151174377,True,False,False,False,False,True,False,False
1,52,1,1,3,3,43,3,1,4,8.219056661060598,2517,7.085064293952548,0.932557704338027,7.364547014255642,34,0.5306282510621704,0.5176026080450143,True,False,False,False,False,True,False,False
1,47,1,2,5,-1,37,2,1,3,8.082093278178382,797,7.79934339821592,0.43243155633797864,7.309212365692763,32,0.6931471805599453,0.2199384203652614,True,False,False,False,False,False,True,False
1,44,0,3,3,1,38,3,1,0,9.371608519572305,788,9.302190025606063,0.5235443961737654,7.072421900537371,27,0.6570017339235921,0.06485097231961627,True,False,False,False,False,False,True,False
1,53,1,2,1,2,36,5,3,2,8.955964118230874,2100,8.640118538253535,0.609221945622184,6.899723107284872,26,0.5498540107334691,0.23980399220731693,True,False,False,False,True,False,False,False
1,45,1,4,2,2,40,5,1,0,9.250426095515468,1186,9.129455643235719,0.9891693772867276,7.848153086199526,42,0.7934449018753094,0.10795714150509236,True,False,False,False,True,False,False,False
1,63,0,1,2,0,36,6,2,3,8.286017468404763,1568,7.783224016336037,0.8046885552928527,7.4133673356952405,29,0.8024499154503955,0.33289441527332897,True,False,False,False,False,True,False,False
1,39,0,2,4,-1,27,4,2,2,8.733271845008325,2517,8.213110697596676,0.6621723762605147,7.094234845924755,19,0.5463857991645414,0.34074879338847325,True,False,False,False,False,False,True,False
0,48,0,5,1,-1,38,1,3,3,8.990441550826862,0,8.990441550826862,0.5031965966014995,6.513230110912307,18,0.5877866649021191,0.0,True,False,False,False,False,True,False,False
1,51,1,1,0,4,42,6,2,3,9.109082539901955,2327,8.811354229965728,0.5001690435774618,7.0317412587631285,18,0.49225423818055536,0.2295231582782488,True,False,False,False,False,False,True,False
1,54,1,4,3,3,34,2,3,2,9.61092693263324,2517,9.426257878198653,1.097278065654973,7.3632795869630385,25,0.9162907318741551,0.15614868248993138,True,False,False,False,False,True,False,False
1,59,0,1,3,-1,36,3,2,3,8.754002933494261,1128,8.557951183888406,0.3343270802748248,7.1049654482698426,20,0.511025603768657,0.16381808522939492,True,False,False,False,False,False,True,False
0,59,1,1,2,2,53,2,3,3,9.61447125707121,0,9.61447125707121,0.5364933705145685,6.274762021241939,10,0.6931471805599453,0.0,True,False,False,False,False,False,True,False
0,48,0,4,-1,-1,38,3,2,3,7.913155185928068,0,7.913155185928068,0.5653138090500605,6.606650186198215,16,0.3750059006234559,0.0,True,False,False,False,False,True,False,False
1,41,0,2,3,-1,32,6,3,2,7.719129840906732,2117,4.897839799950911,0.7710337192170165,7.388946097618437,31,1.3545456628053103,0.6632033041868731,True,False,False,False,False,False,True,False
